smiles,AChE_class,BuChE_class,BACE1_class,MAO_B_class
O=C(CN1CCN(C(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1,Inactive,,,
O=C(CN1CCN(C(=O)c2ccc(F)cc2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,Moderate,,,
O=C(CN1CCN(C(=O)c2ccc(F)cc2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1,Inactive,,,
O=C(CN1CCN(C(=O)c2cccc(Br)c2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,Inactive,,,
O=C(CN1CCN(C(=O)c2cccc(Br)c2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1,Inactive,,,
O=C(CN1CCN(C(=O)c2cccc(Cl)c2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,Inactive,,,
O=C(CN1CCN(C(=O)c2cccc(Cl)c2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1,Inactive,,,
O=C(CN1CCN(C(=O)c2ccccc2Br)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,Inactive,,,
O=C(CN1CCN(C(=O)c2ccccc2F)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1,Inactive,,,
O=C(CN1CCN(Cc2ccccc2)CC1)N/N=C\c1cc(I)cc(I)c1O,,,Inactive,
O=C(CN1CCN(Cc2ccccc2)CC1)NC1c2cn[nH]c2-c2c(Br)sc(Br)c21,Moderate,,,
O=C(CN1CCN(Cc2ccccc2)CC1)NC1c2cn[nH]c2-c2sccc21,Moderate,,,
O=C(CN1CCN(Cc2ccccc2)CC1)NC1c2cnn(-c3ccccc3)c2-c2c(Br)sc(Br)c21,Moderate,,,
O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccc(C(F)(F)F)cc1Cl,Active,,,
O=C(CN1CCN(Cc2ccccc2)CC1)Nc1n[nH]c2ncccc12,Moderate,Moderate,,
O=C(CN1CCN(c2ccccc2)CC1)Nc1n[nH]c2ncccc12,Moderate,,,
O=C(CN1CCNCC1)N1N=C(c2ccc(F)cc2)CC1c1cc(Cl)ccc1O,,,,Inactive
O=C(CN1CCOCC1)N1N=C(c2ccc(Cl)cc2)CC1c1cc(Cl)ccc1O,,,,Inactive
O=C(CN1CCOCC1)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1O,,,,Inactive
O=C(CN1CCOCC1)N1N=C(c2ccc(F)cc2)CC1c1cc(Cl)ccc1O,,,,Inactive
O=C(CNC(=O)[C@@H]1Cc2ccccc2CN1)Nc1c2c(nc3ccccc13)CCCC2,Moderate,Moderate,,
O=C(CNCCCCNCC(=O)Nc1c2c(nc3c1CCC3)CCCC2)Nc1c2c(nc3c1CCC3)CCCC2,Moderate,,,
O=C(CNCCCc1ccccc1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,Active,Active,,
O=C(CNCc1cc(F)cc(F)c1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,Active,Active,,
O=C(CNCc1ccccc1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,Moderate,Moderate,,
O=C(CNCc1ccccc1F)Nc1ccc2nc3n(c(=O)c2c1)CCC3,Moderate,Moderate,,
O=C(CNCc1ccccc1[N+](=O)[O-])Nc1ccc2nc3n(c(=O)c2c1)CCC3,Active,Moderate,,
O=C(CN[C@H]1C[C@@H]1c1ccc(OCc2ccccc2)cc1)NC1CC1,,,,Moderate
O=C(CN[C@H]1C[C@@H]1c1ccccc1)N1CCN(Cc2ccccc2)CC1,,,,Moderate
O=C(CN[C@H]1C[C@@H]1c1ccccc1)N1CCN(c2ccccc2)CC1,,,,Moderate
O=C(CN[C@H]1C[C@@H]1c1ccccc1)NC1CC1,,,,Inactive
O=C(CNc1ccc(F)cc1)Nc1ccc2oc(=O)ccc2c1,Active,,,
O=C(CNc1ccc2oc(=O)ccc2c1)N1CCN(c2ccccc2)CC1,Active,,,
O=C(CNc1ccc2oc(=O)ccc2c1)N1CCOCC1,Active,,,
O=C(CNc1ccc2oc(=O)ccc2c1)c1ccccc1,Moderate,,,
O=C(CO/N=[N+](\[O-])N1CCCC1)NCCCCNc1c2c(nc3ccccc13)CCCC2,Active,Active,,
O=C(CO/N=[N+](\[O-])N1CCCC1)NCCCNc1c2c(nc3ccccc13)CCCC2,Active,Active,,
O=C(CO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2,Active,Active,,
O=C(CO[N+](=O)[O-])NCCCNc1c2c(nc3ccccc13)CCCC2,Active,Active,,
O=C(COc1cc(F)ccc1[N+](=O)[O-])NCC1CCN(Cc2ccccc2)CC1,Moderate,,,
O=C(COc1cc(F)ccc1[N+](=O)[O-])NCCN1CCN(Cc2ccccc2)CC1,Active,Moderate,,
O=C(COc1ccc(-c2ccccc2)cc1)NCC1CCN(Cc2ccccc2)CC1,Moderate,Moderate,,
O=C(COc1ccc(-c2ccccc2)cc1)NCCN1CCN(Cc2ccccc2)CC1,Moderate,Moderate,,
O=C(COc1ccc(CCc2ccccc2)cc1)NCC1CCN(Cc2ccccc2)CC1,Moderate,Moderate,,
O=C(COc1ccc(CCc2ccccc2)cc1)NCCN1CCN(Cc2ccccc2)CC1,Moderate,,,
O=C(COc1ccc(Cc2ccccc2)cc1)NCC1CCN(Cc2ccccc2)CC1,Moderate,,,
O=C(COc1ccc(Cc2ccccc2)cc1)NCCN1CCN(Cc2ccccc2)CC1,Moderate,,,
O=C(COc1ccc(Cl)cc1)NCC1CCN(Cc2ccccc2)CC1,Moderate,Moderate,,
O=C(COc1ccc(Cl)cc1)NCCN1CCN(Cc2ccccc2)CC1,Moderate,Moderate,,
O=C(COc1ccc(Cl)cc1Cl)Nc1ccc(CN2CCCCC2)cc1,Active,,,
O=C(COc1ccc(Cl)cc1[N+](=O)[O-])NCC1CCN(Cc2ccccc2)CC1,Moderate,Moderate,,
O=C(COc1ccc(Cl)cc1[N+](=O)[O-])NCCN1CCN(Cc2ccccc2)CC1,Active,Moderate,,
O=C(COc1ccc([N+](=O)[O-])cc1)NCC1CCN(Cc2ccccc2)CC1,Moderate,,,
O=C(COc1ccc([N+](=O)[O-])cc1)NCCN1CCN(Cc2ccccc2)CC1,Active,,,
O=C(COc1cccc(Cl)c1)Nc1nc2ccccc2c(=O)s1,,,,Active
O=C(COc1ccccc1)N1CCN(C2CCN(Cc3ccccc3)CC2)CC1,Inactive,,,
O=C(COc1ccccc1C(F)(F)F)NCC1CCN(Cc2ccccc2)CC1,Moderate,Moderate,,
O=C(COc1ccccc1C(F)(F)F)NCCN1CCN(Cc2ccccc2)CC1,Moderate,Moderate,,
O=C(CSC(=S)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1)N(Cc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,,,,Active
O=C(CSc1nc(O)c2ccccc2n1)c1ccccc1,,,,Inactive
O=C(CSc1nc2cc(Cl)ccc2s1)N(Cc1cccc([N+](=O)[O-])c1)c1ccc(F)cc1,,,,Moderate
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCCOc1ccccc1,,,Moderate,
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCc1ccccc1,,,Moderate,
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCc1ccco1,,,Moderate,
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)Nc1ccccc1,,,Moderate,
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)c1ccccc1,,,Inactive,
O=C(CSc1nc2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2s1)Nc1ccccc1F,,,Inactive,
O=C(CSc1nc2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2s1)c1ccc(F)cc1,,,Inactive,
O=C(CSc1nc2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2s1)N1c2ccccc2CCc2ccccc21,,,Inactive,
O=C(CSc1nc2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2s1)NCc1ccccc1,,,Inactive,
O=C(CSc1nc2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2s1)Nc1ccccc1Cl,,,Inactive,
O=C(CSc1nnc(Cc2c[nH]c3ccccc23)n1Cc1ccccc1)c1c[nH]c2ccccc12,,,Inactive,
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(Cl)cc2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,Moderate,,,
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(Cl)cc2Cl)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,Moderate,,,
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccc(F)cc2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,Inactive,,,
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,Inactive,,,
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2cccc3ccccc23)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,Inactive,,,
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,Inactive,,,
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2Cl)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,Inactive,,,
O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2F)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,Inactive,,,
O=C(C[n+]1ccc(/C=N/O)cc1)Nc1nc(-c2ccccc2)cs1.[Cl-],Inactive,,,
O=C(C[n+]1ccc(/C=N/O)cc1)Nc1nccs1.[Cl-],Inactive,,,
O=C(C[n+]1ccc2ccccc2c1)Nc1ccccc1Br.[Cl-],Inactive,Inactive,,
O=C(C[n+]1cccc(/C=N/O)c1)Nc1nccs1.[Cl-],Inactive,,,
O=C(C[n+]1cccc(C(=O)NCCc2ccccc2)c1)Nc1cccc(C(=O)Nc2ccc(Cl)cc2)c1.[Cl-],,,Inactive,
O=C(C[n+]1ccccc1)N/N=C/c1ccc(/C=N/NC(=O)C[n+]2ccccc2)cc1.[Cl-].[Cl-],Active,,,
O=C(C[n+]1ccccc1)Nc1cccc(C(=O)Nc2ccc(Cl)cc2)c1.[Cl-],,,Moderate,
O=C(Cc1c[nH]c2ccc(Br)cc12)NCCC1CCN(Cc2ccccc2)CC1,Moderate,Active,,
O=C(Cc1c[nH]c2ccc(Br)cc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Active,Active,,
O=C(Cc1c[nH]c2ccccc12)NCCC1CCN(Cc2ccccc2)CC1,Moderate,Active,,
O=C(Cc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Active,Active,,
O=C(Cc1c[nH]c2ccccc12)NCc1cn(CC2CCN(Cc3ccccc3)CC2)nn1,,Moderate,,
O=C(Cc1cc(=O)oc2cc(O)ccc12)N/N=C1\SCC(=O)N1c1c2c(nc3ccccc13)CCCC2,Inactive,Moderate,,
O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCCCCNC(=O)c1cccc2c(=O)c3ccccc3[nH]c12,Moderate,Inactive,,
O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,,Active,,
O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCNc1c2c(nc3ccccc13)CCCC2,Active,Moderate,,
O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNCCNCCCNc1c2c(nc3ccccc13)CCCC2,Active,,,
O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNc1c2c(nc3ccccc13)CCCC2,Moderate,Moderate,,
O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCNc1c2c(nc3ccccc13)CCCC2,Moderate,Inactive,,
O=C(Cc1cc(=O)oc2cc(O)ccc12)NNC(=S)Nc1c2c(nc3ccccc13)CCCC2,Moderate,Moderate,,
O=C(Cc1cc2c(cc1[N+](=O)[O-])C(=O)NC2=O)c1ccccc1,,,,Moderate
O=C(Cc1ccc(-c2ccccc2)cc1)N1c2ccccc2Sc2ccccc21,,Moderate,,
O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccc(CN2Cc3ccccc3C2)cc1,,,Inactive,
O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc2[nH]ccc2c1,,,,Moderate
O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc2[nH]ncc2c1,,,,Moderate
O=C(Cc1ccc2ccccc2c1)N1c2ccccc2Sc2ccccc21,,Active,,
O=C(Cc1cccc2ccccc12)N1c2ccccc2Sc2ccccc21,,Active,,
O=C(Cc1cccc2ccccc12)Nc1cc(Br)ccc1OCCNC1CCCCC1,,,Inactive,
O=C(Cc1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21,Moderate,Moderate,,
O=C(Cc1ccccc1)N1c2ccccc2Sc2ccccc21,Moderate,Moderate,,
O=C(Cc1ccccc1)N1c2ccccc2[Se]c2ccc(Cl)cc21,Moderate,Moderate,,
O=C(Cc1ccccc1)N1c2ccccc2[Se]c2ccccc21,Moderate,Inactive,,
O=C(Cc1ccccc1)Nc1cnc2ccccc2c1N1CCN(Cc2ccccc2)CC1,,Moderate,,
O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCNC1CC1,,,Inactive,
O=C(Cc1ccccc1Cl)Nc1cnc2ccccc2c1N1CCN(Cc2ccccc2)CC1,,Moderate,,
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,Moderate,Moderate,,
O=C(Cl)C1=Cc2cc(Br)ccc2CC1=O,,,,Moderate
O=C(Cl)C1=Cc2cc(Cl)ccc2CC1=O,,,,Active
O=C(Cl)C1=Cc2cc([N+](=O)[O-])ccc2CC1=O,,,,Moderate
O=C(Cl)C1=Cc2ccccc2CC1=O,,,,Moderate
O=C(Cl)c1cc2cc(Cl)ccc2oc1=O,,,,Active
O=C(Cn1c(=O)c(Cc2ccccc2)nc2ccccc21)NNC(=S)Nc1ccccc1,,,,Active
O=C(Cn1c(=O)oc2ccccc21)N/N=C(\C=C\c1ccccc1)c1ccccc1,,,,Inactive
O=C(Cn1ccnc1)N1N=C(c2ccccc2)CC1c1ccccc1O,,,,Inactive
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1cc(Br)cc(Br)c1,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(Br)cc1,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(Cl)cc1,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(F)cc1,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(F)cc1F,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(O)cc1,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc([N+](=O)[O-])cc1,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc([N+](=O)[O-])cc1Cl,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1cccc(Cl)c1,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1cccc([N+](=O)[O-])c1,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccccc1Cl,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccccc1O,Moderate,,Moderate,
O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccccc1[N+](=O)[O-],Moderate,,Moderate,
O=C(Cn1nc2ncccc2c1NC(=O)Cn1nc2ncccc2c1NC(=O)CN1CCN(Cc2ccccc2)CC1)Nc1[nH]nc2ncccc12,Inactive,,,
O=C(N/N=C/c1ccc(Br)cc1)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccc(C(F)(F)F)cc1)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccc(F)cc1)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccc(F)cc1F)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccc(O)cc1)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccc(O)cc1O)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccc(O)cc1O)Nc1ccncc1,,Inactive,,
O=C(N/N=C/c1ccc(OC(F)(F)F)cc1)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccccc1)N1CCN(c2ccccn2)CC1,Moderate,Moderate,Moderate,
O=C(N/N=C/c1ccccc1O)N1CCN(c2ccccn2)CC1,,,Moderate,
O=C(N/N=C/c1ccccc1O)c1ccc(O)cc1,,,,Moderate
O=C(N1CCCC1)N1c2ccccc2Sc2ccccc21,,Moderate,,
O=C(N1CCCCC1)N1c2ccccc2Sc2ccccc21,,Moderate,,
O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,Moderate,Moderate,,
O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,Active,Moderate,,
O=C(N1CCOCC1)N1c2ccccc2Sc2ccccc21,,Moderate,,
O=C(NC12CC3CC(CC(C3)C1)C2)N1c2ccccc2Sc2ccccc21,,Moderate,,
O=C(NC1=N[C@@](c2cc(/C=C(\F)c3ccc(Br)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1)c1ccccc1,,,Moderate,
O=C(NC1=N[C@@](c2cc(Br)ccc2F)(C(F)F)[C@H]2C[C@H]2O1)c1ccccc1,,,Moderate,
O=C(NC1=N[C@](CF)(c2cc(Br)ccc2Cl)[C@H]2C[C@H]2O1)c1ccccc1,,,Moderate,
O=C(NC1=N[C@](CF)(c2nc(Br)ccc2F)C[C@@H](C(F)(F)F)O1)c1ccccc1,,,Active,
O=C(NC1=N[C@](c2cc(Br)ccc2F)(C(F)F)[C@@H]2C[C@@H]2O1)c1ccccc1,,,Moderate,
O=C(NC1=N[C@](c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)C[C@@H](C(F)(F)F)O1)c1ccccc1,,,Active,
O=C(NC1CC1)N1c2ccccc2Sc2ccccc21,,Inactive,,
O=C(NC1CCC(F)(CNC2CC2c2ccccc2)CC1)OCc1ccccc1,,,,Inactive
O=C(NC1CCC(F)(F)CC1)c1ccc(C2CC2NCC2CC2)s1,,,,Moderate
O=C(NC1CCC(F)(F)CC1)c1csc([C@@H]2C[C@H]2NC2CCOCC2)c1,,,,Inactive
O=C(NC1CCC(F)(F)CC1)c1csc([C@H]2C[C@H]2NC2CCOCC2)c1,,,,Inactive
O=C(NC1CCC1)N1c2ccccc2Sc2ccccc21,,Moderate,,
O=C(NC1CCCC1)N1c2ccccc2Sc2ccccc21,,Moderate,,
O=C(NC1CCCC1)c1nc2ccc(O)cc2s1,,,,Moderate
O=C(NC1CCCCC1)N1c2ccccc2Sc2ccccc21,,Moderate,,
O=C(NC1CCCCC1)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],,Moderate,,
O=C(NC1CCCCC1)c1c[nH]c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2c1=O,,,Moderate,
O=C(NC1CCCCC1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,,,,Inactive
O=C(NC1CCCCC1)c1cc2ccccc2oc1=O,,,,Moderate
O=C(NC1CCCCC1)c1coc2ccccc2c1=O,,,,Moderate
O=C(NC1CCCCC1)c1nc2ccc(O)cc2s1,,,,Active
O=C(NC1CCCCC1)c1nc2ccccc2s1,,,,Moderate
O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1cncc(NC(=O)c2ccnc3[nH]ccc23)c1,Moderate,,,
O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,Moderate,,,
O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,,,,Inactive
O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)OCCCO2,Active,,,
O=C(NC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc3[nH]ccc23)c1,Moderate,,,
O=C(NC1CCN(Cc2ccccc2)CC1)c1coc2cc(Br)ccc2c1=O,,,,Inactive
O=C(NC1CCN(Cc2ccccc2)CC1)c1coc2ccc(Br)cc2c1=O,,,,Inactive
O=C(NC1CCN(Cc2ccccc2)CC1)c1coc2ccc(OCc3ccccc3)cc2c1=O,,,,Active
O=C(NC1CCN(Cc2ccccc2)CC1)c1coc2ccccc2c1=O,,,,Inactive
O=C(NCC#Cc1ccccc1)c1nc2ccc(O)cc2s1,,,,Moderate
O=C(NCC(O)CNCC1CCCCC1)C(c1ccccc1)c1ccccc1,,Moderate,,
O=C(NCC(O)CNCc1cccc(C(F)(F)F)c1)C(c1ccccc1)c1ccccc1,,Moderate,,
O=C(NCC1CCCCC1)c1nc2ccc(O)cc2s1,,,,Moderate
O=C(NCC1CCCN(C2Cc3ccccc3C2)C1)c1cccc2ccccc12,,Active,,
O=C(NCC1CCCN(Cc2ccccc2)C1)c1ccc2ccccc2c1,,Moderate,,
O=C(NCC1CCCN(Cc2nc3ccccc3s2)C1)c1ccc2ccccc2c1,,Moderate,,
O=C(NCC1CCN(Cc2ccc(F)c(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,Moderate,,,
O=C(NCC1CCN(Cc2ccc(F)cc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,Moderate,,,
O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,Moderate,,,
O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2ccnc3[nH]ccc23)c1,Moderate,,,
O=C(NCC1CCN(Cc2cccc(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,Moderate,,,
O=C(NCC1CCN(Cc2ccccc2)CC1)c1c(O)c2cc(O)c(O)cc2[nH]c1=O,Moderate,,,
O=C(NCC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,Moderate,,,
O=C(NCC1CCN(Cc2ccccc2)CC1)c1n[nH]c2ccc(-c3cccnc3)cc12,Moderate,,,
O=C(NCC1CCN(Cc2ccccc2F)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,Moderate,,,
O=C(NCC1CCN(Cc2ccccc2F)CC1)c1n[nH]c2ccc(-c3cccnc3)cc12,Moderate,,,
O=C(NCCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2cccc(NC(=O)C3CC3)c2)c1,Moderate,,,
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2c(O)cc(O)cc2o1,Moderate,,,
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)c(O)cc2o1,Moderate,,,Inactive
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2[nH]1,Moderate,Moderate,,Inactive
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,Active,,,Inactive
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc([N+](=O)[O-])ccc2o1,Active,Moderate,,
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cccc(O)c2[nH]1,Moderate,,,Inactive
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,Active,Moderate,,Inactive
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cn1,,,,Moderate
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccccc1,Moderate,,,
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2cc(Br)ccc2c1=O,,,,Inactive
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2ccc(Br)cc2c1=O,,,,Inactive
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2ccc(OCc3ccccc3)cc2c1=O,,,,Moderate
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2ccccc2c1=O,,,,Inactive
O=C(NCCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,Active,,,
O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,Active,Active,,
O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,Active,Moderate,,
O=C(NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccccc1O,Moderate,,,
O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,Active,Active,,
O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,Active,,,
O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1n[nH]c2ccccc12,Active,Active,,
O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1,Active,Active,,
O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,Active,Active,,
O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2o1,Active,Active,,
